FactID,AssignDate,DateID,ClientID,SupplierID,ProductID,Quantity,Price
606,2025-10-09,139,198,1,5,17,112.35
607,2025-11-09,170,544,3,1,45,109.1
608,2025-11-01,162,545,4,7,14,53.36
609,2025-08-12,81,546,2,7,18,103.78
610,2025-08-29,98,547,3,8,47,99.48
611,2025-07-10,48,548,3,2,19,96.55
612,2025-06-10,18,549,2,5,32,119.02
613,2025-09-11,111,550,4,7,8,47.7
614,2025-07-22,60,551,1,6,38,33.67
615,2025-09-25,125,22,2,3,11,100.12
616,2025-08-14,83,552,4,1,27,21.05
617,2025-08-04,73,553,4,4,26,47.91
618,2025-06-03,11,554,3,7,36,109.84
619,2025-08-11,80,555,1,8,43,20.74
620,2025-10-27,157,556,2,6,32,104.07
621,2025-07-21,59,557,3,3,39,74.84
622,2025-05-27,4,558,2,7,37,97.76
623,2025-07-06,44,559,2,5,39,43.71
624,2025-07-08,46,560,1,2,31,77.75
625,2025-05-27,4,249,4,3,33,89.18
626,2025-11-13,174,561,4,5,3,87.8
627,2025-10-15,145,124,3,7,36,64.52
628,2025-10-26,156,562,1,5,25,117.38
629,2025-10-03,133,563,3,1,29,31.83
630,2025-07-22,60,564,1,3,28,89.55
631,2025-08-01,70,565,4,7,27,26.99
632,2025-07-24,62,566,4,8,29,63.23
633,2025-09-16,116,567,4,7,42,102.11
634,2025-10-23,153,400,2,2,6,88.11
635,2025-11-07,168,568,2,7,46,85.38
636,2025-09-24,124,569,3,9,34,69.78
637,2025-09-21,121,570,2,8,17,91.65
638,2025-10-08,138,571,3,1,36,108.91
639,2025-08-27,96,572,1,6,37,117.29
640,2025-06-16,24,573,2,9,6,56.89
641,2025-11-12,173,574,1,4,14,95.1
642,2025-08-07,76,575,4,9,46,39.8
643,2025-11-19,180,576,2,7,18,17.3
644,2025-06-12,20,577,4,3,17,82.0
645,2025-07-12,50,421,4,4,28,81.28
646,2025-06-24,32,578,2,2,5,58.85
647,2025-09-23,123,579,3,4,13,48.45
648,2025-09-22,122,580,1,3,22,14.19
649,2025-06-28,36,581,1,2,36,53.51
650,2025-07-14,52,582,3,7,18,100.37
651,2025-09-30,130,583,1,9,24,72.4
652,2025-10-26,156,584,4,1,4,92.46
653,2025-09-27,127,585,2,7,11,92.39
654,2025-10-01,131,586,2,3,5,35.02
655,2025-10-05,135,587,3,4,49,79.88
656,2025-06-20,28,588,4,7,25,93.67
657,2025-08-15,84,527,3,6,31,35.1
658,2025-09-28,128,589,2,8,34,108.17
659,2025-07-15,53,590,1,8,50,116.17
660,2025-09-30,130,591,1,9,23,11.45
661,2025-08-14,83,592,1,2,6,15.63
662,2025-11-04,165,593,2,6,47,33.78
663,2025-09-15,115,594,4,8,32,24.36
664,2025-09-29,129,595,4,3,23,17.65
665,2025-05-27,4,596,1,1,13,35.82
666,2025-08-08,77,597,4,6,12,117.07
667,2025-06-16,24,147,2,1,46,80.58
668,2025-11-17,178,567,2,9,35,42.01
669,2025-11-11,172,598,1,9,6,107.12
670,2025-10-03,133,306,4,8,46,72.73
671,2025-05-29,6,599,2,4,36,81.6
672,2025-10-08,138,600,3,7,7,40.47
673,2025-10-02,132,601,3,5,48,85.85
674,2025-10-09,139,602,1,6,49,64.38
675,2025-07-14,52,603,2,7,24,113.58
676,2025-06-23,31,604,4,3,24,35.42
677,2025-08-10,79,605,1,1,35,111.61
678,2025-11-02,163,606,3,9,4,12.11
679,2025-09-15,115,607,4,4,7,98.45
680,2025-08-21,90,608,2,4,1,109.72
681,2025-09-09,109,174,3,6,21,105.77
682,2025-07-03,41,215,1,8,7,32.41
683,2025-08-04,73,609,1,1,49,103.22
684,2025-05-30,7,610,4,3,20,13.0
685,2025-11-05,166,611,3,5,46,30.89
686,2025-10-03,133,612,2,6,24,12.88
687,2025-11-14,175,613,3,9,31,27.09
688,2025-10-19,149,614,2,7,43,14.75
689,2025-11-03,164,392,1,2,41,55.57
690,2025-06-19,27,615,1,7,22,104.74
691,2025-06-15,23,495,2,9,39,73.4
692,2025-08-22,91,616,4,7,17,111.86
693,2025-10-27,157,617,3,7,11,61.74
694,2025-06-04,12,618,3,4,1,80.23
695,2025-07-06,44,619,3,7,44,44.58
696,2025-10-17,147,256,4,9,22,107.35
697,2025-10-15,145,620,3,2,14,34.05
698,2025-07-06,44,621,4,3,34,29.62
699,2025-11-10,171,475,2,4,21,64.48
700,2025-07-17,55,622,2,3,46,28.47
701,2025-10-25,155,623,4,6,45,93.49
702,2025-09-26,126,624,3,5,37,79.55
703,2025-05-24,1,625,1,6,31,83.91
704,2025-09-03,103,626,2,6,4,48.47
705,2025-06-14,22,553,2,9,22,54.76
706,2025-06-21,29,627,3,7,22,73.37
707,2025-07-02,40,628,3,9,13,94.63
708,2025-06-10,18,629,3,3,30,83.59
709,2025-09-22,122,630,2,5,19,109.71
710,2025-07-26,64,631,4,4,50,116.8
711,2025-09-27,127,632,3,5,23,119.64
712,2025-08-23,92,633,4,2,38,94.65
713,2025-08-30,99,634,2,1,13,83.57
714,2025-10-20,150,635,1,7,22,72.26
715,2025-07-16,54,33,3,1,32,86.63
716,2025-09-17,117,636,2,4,10,34.83
717,2025-08-26,95,637,4,5,25,104.7
718,2025-08-09,78,249,4,6,3,70.99
719,2025-08-22,91,145,3,4,24,13.08
720,2025-10-02,132,638,3,6,22,37.55
721,2025-07-28,66,639,4,6,32,11.88
722,2025-10-17,147,129,1,3,5,115.4
723,2025-09-18,118,640,2,4,18,25.54
724,2025-08-28,97,641,4,7,47,87.97
725,2025-07-02,40,452,3,7,47,88.07
726,2025-10-18,148,552,4,3,33,84.54
727,2025-11-05,166,195,3,3,22,86.57
728,2025-10-06,136,616,1,5,21,75.57
729,2025-07-22,60,642,3,9,35,110.63
730,2025-11-18,179,643,4,5,36,70.68
731,2025-08-11,80,644,2,9,9,76.93
732,2025-06-19,27,645,2,7,25,43.85
733,2025-09-20,120,646,2,5,1,97.75
734,2025-10-19,149,59,4,7,24,58.54
735,2025-09-12,112,647,3,6,33,22.67
736,2025-11-06,167,648,4,9,30,95.62
737,2025-10-24,154,583,2,9,38,111.68
738,2025-08-14,83,649,1,2,1,31.16
739,2025-06-09,17,650,1,9,9,117.87
740,2025-09-28,128,651,3,9,34,21.28
741,2025-10-23,153,652,2,4,16,84.63
742,2025-06-28,36,653,1,7,45,33.18
743,2025-08-24,93,654,3,9,33,11.26
744,2025-09-14,114,655,2,5,35,40.28
745,2025-11-17,178,656,3,4,20,88.86
746,2025-08-03,72,657,3,2,32,49.62
747,2025-11-15,176,495,1,2,49,118.98
748,2025-06-20,28,658,3,7,34,63.93
749,2025-05-29,6,659,1,6,30,113.08
750,2025-06-28,36,660,2,1,11,85.6
751,2025-10-24,154,661,2,8,50,60.76
752,2025-10-06,136,662,3,3,21,76.68
753,2025-09-01,101,663,3,2,21,24.98
754,2025-11-06,167,664,3,9,16,78.3
755,2025-07-09,47,665,3,4,23,77.6
756,2025-10-17,147,666,2,6,38,78.54
757,2025-05-27,4,338,4,6,26,65.66
758,2025-11-19,180,667,1,2,6,42.91
759,2025-08-14,83,179,4,5,30,25.3
760,2025-06-26,34,668,2,9,39,35.61
761,2025-07-08,46,669,1,9,41,32.33
762,2025-11-13,174,670,4,2,29,89.61
763,2025-07-20,58,671,3,9,22,91.44
764,2025-06-03,11,672,3,4,37,112.5
765,2025-09-05,105,114,2,3,11,33.22
766,2025-07-07,45,673,4,3,16,87.61
767,2025-05-29,6,674,1,7,48,86.83
768,2025-09-02,102,675,2,3,49,47.4
769,2025-07-13,51,676,1,6,49,28.84
770,2025-08-13,82,677,3,1,21,16.26
771,2025-08-21,90,678,2,3,48,32.3
772,2025-06-03,11,679,1,1,36,107.93
773,2025-07-18,56,680,2,7,36,94.3
774,2025-07-03,41,681,1,7,39,99.78
775,2025-06-09,17,682,2,6,35,52.12
776,2025-07-27,65,683,1,2,18,74.37
777,2025-08-07,76,684,4,7,10,116.28
778,2025-09-02,102,685,2,1,37,113.72
779,2025-09-05,105,686,4,6,32,70.67
780,2025-07-31,69,132,4,5,44,105.58
781,2025-07-19,57,387,4,9,34,59.01
782,2025-11-03,164,687,4,4,49,71.34
783,2025-11-15,176,688,3,6,48,79.01
784,2025-06-29,37,689,4,3,42,14.81
785,2025-07-30,68,690,2,5,5,75.87
786,2025-07-20,58,691,2,7,46,109.24
787,2025-07-03,41,692,2,7,42,101.9
788,2025-10-24,154,693,1,5,19,75.28
789,2025-06-09,17,694,3,2,34,102.18
790,2025-09-07,107,695,2,7,27,105.26
791,2025-09-08,108,696,3,4,21,112.87
792,2025-06-27,35,539,3,1,29,50.51
793,2025-07-10,48,697,1,5,38,22.98
794,2025-09-24,124,698,3,7,49,15.63
795,2025-07-18,56,699,3,5,48,87.05
796,2025-10-08,138,700,1,5,46,111.21
797,2025-05-26,3,631,2,1,18,15.35
798,2025-10-21,151,701,1,1,19,93.13
799,2025-09-22,122,312,2,6,42,116.01
800,2025-06-05,13,630,4,9,22,92.79
801,2025-10-29,159,237,4,4,25,116.02
802,2025-11-09,170,702,4,2,20,47.56
803,2025-09-30,130,703,2,4,38,48.99
804,2025-10-30,160,704,4,7,42,83.16
805,2025-09-18,118,705,4,1,47,68.76
806,2025-08-22,91,706,3,5,31,54.62
807,2025-07-18,56,409,2,7,37,90.98
808,2025-06-11,19,707,1,8,27,11.73
809,2025-09-14,114,174,2,9,46,57.83
810,2025-08-23,92,708,2,8,1,101.32
811,2025-08-17,86,709,2,8,19,107.38
812,2025-07-07,45,710,1,1,12,12.77
813,2025-10-16,146,711,2,2,34,72.99
814,2025-11-10,171,46,1,7,34,108.24
815,2025-06-19,27,689,1,9,19,78.56
816,2025-08-06,75,712,4,2,16,29.76
817,2025-08-03,72,651,3,1,16,84.53
818,2025-11-13,174,253,2,9,25,53.59
819,2025-10-24,154,713,1,9,50,62.4
820,2025-06-20,28,714,1,5,15,36.28
821,2025-10-13,143,715,4,8,5,52.62
822,2025-06-15,23,716,3,8,16,29.26
823,2025-08-26,95,465,2,9,38,39.94
824,2025-05-24,1,717,1,2,44,32.7
825,2025-08-07,76,718,2,3,34,49.59
826,2025-07-20,58,719,4,5,15,113.88
827,2025-08-26,95,720,3,9,3,40.83
828,2025-08-09,78,721,2,6,42,39.86
829,2025-06-19,27,206,1,7,35,26.65
830,2025-11-19,180,291,4,7,34,11.42
831,2025-08-26,95,722,2,7,10,80.24
832,2025-07-01,39,723,1,2,4,71.39
833,2025-09-23,123,406,4,2,4,79.65
834,2025-09-22,122,724,4,4,40,83.94
835,2025-06-22,30,725,4,3,8,98.9
836,2025-06-27,35,726,4,4,20,60.77
837,2025-07-20,58,727,2,4,42,62.23
838,2025-11-08,169,728,2,5,44,74.04
839,2025-08-21,90,729,4,5,49,111.37
840,2025-06-26,34,320,4,6,7,63.09
841,2025-11-19,180,144,4,9,30,40.92
842,2025-07-12,50,361,4,5,27,23.37
843,2025-09-06,106,730,1,5,9,51.0
844,2025-07-02,40,731,1,8,8,107.23
845,2025-08-16,85,732,4,8,50,63.08
846,2025-06-20,28,733,3,4,15,33.48
847,2025-09-20,120,734,3,2,43,13.07
848,2025-07-16,54,735,4,9,8,94.14
849,2025-06-19,27,736,3,3,41,87.43
850,2025-09-22,122,737,2,5,42,63.83
851,2025-11-13,174,477,2,8,35,33.9
852,2025-09-03,103,738,2,1,32,88.1
853,2025-11-11,172,130,2,8,27,75.51
854,2025-10-06,136,739,3,8,45,45.1
855,2025-09-12,112,684,2,5,50,28.2
856,2025-07-08,46,54,1,7,28,31.75
857,2025-10-18,148,740,1,9,9,83.65
858,2025-08-06,75,283,3,7,32,119.17
859,2025-07-10,48,741,2,2,1,94.09
860,2025-10-29,159,742,1,2,24,36.38
861,2025-08-16,85,743,2,6,38,46.45
862,2025-08-23,92,744,1,5,25,101.89
863,2025-10-22,152,745,1,4,40,66.29
864,2025-09-20,120,71,1,7,40,74.74
865,2025-06-02,10,746,3,3,31,92.24
866,2025-08-09,78,747,3,5,9,32.68
867,2025-09-01,101,748,4,9,40,93.22
868,2025-08-29,98,382,2,7,40,86.99
869,2025-07-12,50,749,3,3,43,104.74
870,2025-10-11,141,249,4,1,49,99.87
871,2025-07-22,60,750,1,2,32,11.04
872,2025-09-17,117,751,1,8,28,86.47
873,2025-11-11,172,541,1,8,39,98.21
874,2025-06-07,15,752,3,6,5,97.03
875,2025-08-08,77,753,2,7,8,27.45
876,2025-07-14,52,754,4,4,24,13.3
877,2025-10-18,148,755,1,5,45,115.38
878,2025-06-25,33,756,2,3,43,90.51
879,2025-09-19,119,268,1,2,43,75.81
880,2025-08-12,81,757,4,8,16,75.49
881,2025-07-21,59,670,3,3,15,88.67
882,2025-06-02,10,758,1,4,20,56.57
883,2025-09-19,119,759,4,3,31,75.19
884,2025-07-27,65,760,2,2,10,102.8
885,2025-07-07,45,761,1,2,29,11.67
886,2025-07-19,57,762,3,8,49,67.26
887,2025-09-13,113,763,1,6,15,67.02
888,2025-06-07,15,276,2,7,14,112.13
889,2025-09-23,123,764,1,3,33,37.51
890,2025-09-03,103,571,3,1,10,90.73
891,2025-10-24,154,765,1,8,30,44.98
892,2025-10-08,138,766,3,8,14,67.84
893,2025-11-04,165,767,3,8,37,41.13
894,2025-08-16,85,499,2,9,31,67.26
895,2025-07-17,55,156,3,9,8,31.66
896,2025-10-06,136,768,3,8,31,82.43
897,2025-07-06,44,365,3,4,23,23.69
898,2025-09-08,108,769,3,1,23,43.8
899,2025-11-19,180,770,4,9,20,25.57
900,2025-07-31,69,771,1,2,31,18.04
901,2025-09-04,104,700,1,6,42,41.53
902,2025-09-26,126,772,4,4,2,11.27
903,2025-06-21,29,773,1,2,20,38.28
904,2025-09-13,113,56,4,4,34,98.81
905,2025-10-17,147,774,3,8,34,64.89
906,2025-07-09,47,450,3,8,11,44.95
907,2025-09-29,129,775,2,1,30,116.1
908,2025-07-25,63,776,4,5,6,13.57
909,2025-10-19,149,77,2,6,31,117.07
910,2025-11-18,179,777,2,7,6,82.35
911,2025-07-29,67,778,4,1,46,52.62
912,2025-05-28,5,779,2,6,37,17.29
913,2025-09-22,122,780,2,7,18,20.89
914,2025-08-12,81,781,1,7,28,25.68
915,2025-08-20,89,782,2,6,49,86.17
916,2025-09-03,103,472,2,7,40,67.92
917,2025-07-12,50,136,3,3,34,113.78
918,2025-11-04,165,783,3,5,44,78.77
919,2025-08-11,80,784,1,7,1,44.28
920,2025-11-02,163,785,2,3,45,42.15
921,2025-09-12,112,226,3,1,47,24.44
922,2025-05-31,8,571,4,9,1,111.69
923,2025-05-30,7,786,4,5,50,47.66
924,2025-06-02,10,165,4,4,32,46.98
925,2025-11-12,173,787,2,4,33,16.19
926,2025-07-26,64,108,4,9,8,99.41
927,2025-06-29,37,24,4,3,21,17.75
928,2025-06-30,38,788,3,2,8,42.72
929,2025-06-26,34,789,3,6,50,20.23
930,2025-08-29,98,790,3,3,6,21.81
931,2025-10-28,158,791,2,4,20,98.02
932,2025-07-11,49,792,4,8,30,89.82
933,2025-10-31,161,793,3,1,1,116.58
934,2025-11-19,180,794,3,9,42,28.11
935,2025-07-02,40,795,1,9,43,73.47
936,2025-11-18,179,393,2,3,20,96.28
937,2025-07-12,50,796,3,5,13,12.2
938,2025-10-28,158,797,4,4,26,22.98
939,2025-11-16,177,24,1,2,33,35.31
940,2025-09-07,107,318,1,1,30,32.2
941,2025-08-31,100,798,4,2,28,52.82
942,2025-08-11,80,437,3,8,20,50.81
943,2025-11-08,169,799,3,6,3,34.87
944,2025-08-11,80,800,2,2,47,106.92
945,2025-06-10,18,801,1,9,10,22.71
946,2025-11-19,180,143,3,2,41,37.12
947,2025-05-31,8,802,2,4,2,34.32
948,2025-07-10,48,803,4,9,37,48.76
949,2025-10-09,139,804,2,1,14,97.67
950,2025-07-09,47,805,4,9,24,90.03
951,2025-08-20,89,806,4,1,41,51.21
952,2025-08-21,90,807,4,9,12,59.9
953,2025-07-17,55,808,1,2,22,68.14
954,2025-07-21,59,809,4,1,31,109.93
955,2025-09-11,111,810,3,3,29,65.62
956,2025-08-22,91,457,2,7,1,102.53
957,2025-10-28,158,811,3,7,24,57.04
958,2025-09-04,104,812,3,8,30,62.29
959,2025-10-22,152,813,4,4,36,93.37
960,2025-07-11,49,745,2,7,47,106.55
961,2025-08-14,83,814,2,5,23,119.77
962,2025-07-16,54,286,1,4,37,102.36
963,2025-09-03,103,114,2,8,43,36.97
964,2025-10-17,147,815,3,2,17,73.46
965,2025-07-22,60,816,4,9,30,54.47
966,2025-10-10,140,817,4,4,47,49.12
967,2025-08-11,80,402,3,2,3,84.02
968,2025-08-29,98,818,1,1,16,16.92
969,2025-10-28,158,539,3,9,37,15.35
970,2025-11-11,172,431,2,5,5,15.2
971,2025-11-16,177,811,2,3,31,102.26
972,2025-08-05,74,819,1,5,9,104.44
973,2025-08-19,88,820,3,9,34,97.1
974,2025-11-10,171,216,3,9,44,99.33
975,2025-07-17,55,821,3,1,19,37.66
976,2025-07-31,69,822,3,9,9,71.88
977,2025-08-05,74,823,4,2,46,55.21
978,2025-09-21,121,824,3,7,31,39.44
979,2025-10-03,133,825,3,4,6,52.78
980,2025-09-30,130,826,2,5,2,65.17
981,2025-07-28,66,827,2,7,37,113.46
982,2025-08-12,81,828,4,1,44,76.6
983,2025-06-17,25,829,2,7,34,98.85
984,2025-06-09,17,830,4,4,43,54.37
985,2025-06-25,33,422,4,8,11,58.42
986,2025-09-24,124,82,1,8,24,51.56
987,2025-11-09,170,831,1,3,47,100.51
988,2025-10-27,157,832,1,5,41,12.78
989,2025-05-25,2,833,2,3,24,18.71
990,2025-06-07,15,176,3,6,39,71.92
991,2025-10-01,131,834,4,9,2,15.35
992,2025-05-27,4,829,2,1,30,95.51
993,2025-07-13,51,835,1,5,19,45.13
994,2025-08-23,92,836,2,6,15,106.19
995,2025-10-23,153,837,3,2,35,82.7
996,2025-06-16,24,533,4,2,5,52.93
997,2025-09-11,111,838,3,6,36,108.28
998,2025-08-16,85,839,3,7,6,118.91
999,2025-07-21,59,221,3,7,18,42.84
1000,2025-10-29,159,840,2,7,49,43.78
